time, Quad.IMU.AX
6.574706,0.500423
6.579706,0.516799
6.584705,0.108998
6.589705,-0.073443
6.594705,-0.274439
6.599704,-0.067157
6.604704,0.298089
6.609704,-0.231081
6.614703,-0.526946
6.619703,0.536403
6.624702,0.040537
6.629702,-0.299273
6.634702,0.071389
6.639701,0.975188
6.644701,0.379860
6.649701,0.116840
6.654700,-0.327579
6.659700,0.646725
6.664700,-0.576975
6.669699,-0.508407
6.674699,-0.033076
6.679698,0.048999
6.684698,0.677862
6.689698,-0.353460
6.694697,0.181539
6.699697,0.774382
6.704697,0.710646
6.709696,-0.119167
6.714696,-0.041377
6.719696,-0.167091
6.724695,0.214436
6.729695,0.845786
6.734694,0.190519
6.739694,-0.107051
6.744694,-0.360622
6.749693,1.012008
6.754693,-0.284005
6.759693,-0.247242
6.764692,0.621277
6.769692,-1.080237
6.774692,0.046322
6.779691,0.215307
6.784691,-0.062071
6.789690,0.686020
6.794690,-0.000493
6.799690,0.257342
6.804689,-0.419482
6.809689,-0.053272
6.814689,0.312199
6.819688,0.481637
6.824688,0.235684
6.829688,-0.059704
6.834687,-0.911013
6.839687,-0.653871
6.844687,0.780707
6.849686,0.209118
6.854686,-0.085791
6.859685,-1.638935
6.864685,0.263203
6.869685,-1.061171
6.874684,0.369265
6.879684,-0.676547
6.884684,-0.834250
6.889683,-0.016279
6.894683,-0.999972
6.899683,0.331609
6.904682,-0.303903
6.909682,0.085358
6.914681,-0.299243
6.919681,-0.549058
6.924681,-0.254939
6.929680,0.295329
6.934680,0.045065
6.939680,0.464299
6.944679,0.532404
6.949679,-0.175433
6.954679,0.259711
6.959678,-0.083337
6.964678,0.555978
6.969677,-0.442243
6.974677,0.246068
6.979677,-1.243134
6.984676,-0.666825
6.989676,-0.365766
6.994676,-0.030631
6.999675,-0.253522
7.004675,-0.580413
7.009675,-1.120706
7.014674,-0.355101
7.019674,0.125672
7.024673,-0.756293
7.029673,0.133029
7.034673,0.006346
7.039672,-1.203408
7.044672,0.249087
7.049672,0.564028
7.054671,-0.287825
7.059671,0.000280
7.064671,0.972943
7.069670,0.371639
7.074670,0.594477
7.079669,0.113141
7.084669,0.019454
7.089669,0.523077
7.094668,-0.102691
7.099668,-0.930703
7.104668,0.612568
7.109667,0.022998
7.114667,0.085284
7.119667,0.578379
7.124666,0.125308
7.129666,0.042216
7.134665,-0.424684
7.139665,0.464248
7.144665,-0.220012
7.149664,-0.479413
7.154664,-0.058424
7.159664,0.075780
7.164663,0.196208
7.169663,-0.272944
7.174663,0.057244
7.179662,-0.144296
7.184662,0.081874
7.189662,0.664858
7.194661,0.191374
7.199661,-0.491522
7.204660,0.103355
7.209660,-0.113037
7.214660,0.144900
7.219659,-0.301914
7.224659,-0.143910
7.229659,1.023861
7.234658,0.421772
7.239658,-0.718527
7.244658,0.476821
7.249657,0.188342
7.254657,-0.069301
7.259656,0.416537
7.264656,-0.010092
7.269656,-0.811690
7.274655,-0.462816
7.279655,-0.018687
7.284655,0.274607
7.289654,0.348109
7.294654,0.591164
7.299654,0.145359
7.304653,0.215969
7.309653,-0.497543
7.314652,-0.481672
7.319652,-0.894404
7.324652,-1.122013
7.329651,-0.390823
7.334651,-0.402490
7.339651,0.929034
7.344650,-0.422449
7.349650,-0.922874
7.354650,-0.213282
7.359649,0.438413
7.364649,-0.841998
7.369648,-0.375830
7.374648,-0.573999
7.379648,-0.407935
7.384647,0.914112
7.389647,0.033637
7.394647,-0.426950
7.399646,0.264203
7.404646,0.609570
7.409646,-0.306183
7.414645,0.325204
7.419645,0.424305
7.424644,-0.047153
7.429644,0.032564
7.434644,0.321146
7.439643,0.305825
7.444643,0.114060
7.449643,-0.323136
7.454642,0.744413
7.459642,1.021752
7.464642,0.920254
7.469641,-0.692151
7.474641,-0.413430
7.479640,-0.354433
7.484640,-0.354003
7.489640,-0.131619
7.494639,-1.034652
7.499639,0.894046
7.504639,-0.133300
7.509638,-0.218045
7.514638,-0.050911
7.519638,-0.014741
7.524637,0.010338
7.529637,0.474045
7.534636,0.138125
7.539636,-0.749835
7.544636,-0.653837
7.549635,-0.276831
7.554635,-0.522125
7.559635,0.210786
7.564634,-0.096182
7.569634,-0.389706
7.574634,0.399951
7.579633,0.574976
7.584633,-0.217290
7.589633,0.153106
7.594632,0.263263
7.599632,-0.367295
7.604631,0.009177
7.609631,0.957041
